prot_12966	P55122	0.308	478	328	0	133	610	217	691	2.206E-63	229
prot_12966	Q9RCG7	0.303	478	330	0	133	610	220	694	2.438E-62	226
prot_12966	Q04473	0.301	478	331	0	133	610	220	694	5.999E-62	225
prot_12966	P26760	0.307	480	330	0	133	612	216	692	1.093E-61	224
prot_12966	P23702	0.300	478	332	0	133	610	216	690	1.093E-61	224
prot_12966	P08716	0.299	478	332	0	133	610	216	690	1.622E-60	221
prot_12966	Q6Q876	0.347	325	208	0	308	626	938	1262	6.207E-50	188
prot_12966	P13569	0.324	218	146	0	384	601	1205	1421	5.062E-29	123
prot_12966	Q2EHL8	0.275	217	154	0	388	601	4	220	4.157E-17	84
prot_12966	A0A3G9H9H1	0.275	249	170	0	350	598	575	809	7.253E-17	83
prot_19369	P05472	0.416	48	27	0	422	469	816	863	5.243E-05	46
prot_22390	Q2G2U1	0.270	259	177	0	546	804	104	347	5.797E-22	101
prot_22390	Q840P7	0.270	259	177	0	546	804	104	347	5.797E-22	101
prot_22390	Q2G2G2	0.240	125	88	0	830	954	4	120	1.977E-05	46
prot_22390	Q840P8	0.240	125	88	0	830	954	4	120	1.977E-05	46
prot_11786	Q2G2G2	0.305	228	156	0	20	247	1	226	1.404E-38	143
prot_11786	Q840P8	0.305	228	156	0	20	247	1	226	1.404E-38	143
prot_26252	O44408	0.279	152	105	0	90	236	80	231	4.478E-09	58
prot_26252	G5EDF7	0.242	212	149	0	30	241	52	249	4.113E-05	45
prot_26252	O86560	0.231	235	176	0	12	241	513	747	8.595E-04	40
prot_7326	A5F385	0.295	184	127	0	21	201	18	201	1.493E-17	81
prot_7326	E3PJ89	0.290	238	162	0	16	244	21	258	2.727E-17	80
prot_19282	Q8FEM8	1.000	103	0	0	1	103	1	103	2.371E-68	221
prot_19282	P64580	0.393	99	59	0	1	99	1	99	6.381E-22	87
prot_19282	P64578	0.393	99	59	0	1	99	1	99	6.381E-22	87
prot_19282	P64579	0.393	99	59	0	1	99	1	99	6.381E-22	87
prot_22856	P0A6A8	0.455	68	37	0	4	71	6	73	2.781E-14	64
prot_22856	O34163	0.394	71	42	0	3	72	4	74	4.506E-12	58
prot_19084	P0CJ64	0.576	85	35	0	4	88	1	84	2.613E-27	102
prot_19084	P69348	0.529	85	39	0	4	88	1	84	5.715E-25	95
prot_19084	P69349	0.529	85	39	0	4	88	1	84	5.715E-25	95
prot_19084	Q8FG53	0.517	85	40	0	4	88	1	84	1.077E-24	94
prot_19084	Q9Z4V8	0.470	85	44	0	4	88	1	84	4.096E-21	84
prot_19084	P9WF09	0.428	84	47	0	5	88	3	85	1.696E-18	77
prot_19084	P9WF08	0.428	84	47	0	5	88	3	85	1.696E-18	77
prot_19084	P64529	0.428	84	47	0	5	88	3	85	1.696E-18	77
prot_23257	P32157	0.784	223	48	0	22	244	1	223	9.141E-123	386
prot_2972	Q2G140	0.271	436	315	0	1	436	1	433	1.118E-44	168
prot_2972	Q9SYD6	0.202	465	332	0	8	424	26	490	8.072E-12	66
prot_2972	Q9SFB0	0.198	483	346	0	7	438	26	508	4.144E-06	47
